rank,name,score,pageviews,currentTier,id,family,lived,wikipediaUrl,imageUrl
235,Neuquensaurus,1163,1163,hard,794,,,,https://images.dinosaurpictures.org/Neuquensaurus/Neuquensaurus_9ad0b8f0.jpg
236,Eocursor,1153,1153,hard,410,,,,https://images.dinosaurpictures.org/Eocursor/Eocursor_c92ac282.jpg
237,Pantydraco,1146,1146,hard,773,,,,https://images.dinosaurpictures.org/Pantydraco/Pantydraco_3e8a7894.jpg
238,Rahiolisaurus,1146,1146,hard,887,,,,https://images.dinosaurpictures.org/Rahiolisaurus/Rahiolisaurus_81648569.jpg
239,Draconyx,1140,1140,hard,345,,,,https://images.dinosaurpictures.org/Draconyx/Draconyx_47013487.jpg
240,Stellasaurus,1133,1133,hard,1004,,,,https://images.dinosaurpictures.org/Stellasaurus/Stellasaurus_de06a6f2.jpg
241,Utetitan,1127,1127,hard,1117,,,,https://images.dinosaurpictures.org/Utetitan/Utetitan_47eea79b.jpg
242,Iguanacolossus,1123,1123,hard,526,,,,https://images.dinosaurpictures.org/Iguanacolossus/Iguanacolossus_8b55c4ec.jpg
243,Tsaagan,1117,1117,hard,1146,,,,https://images.dinosaurpictures.org/Tsaagan/Tsaagan_a3ae83bf.jpg
244,Nipponosaurus,1110,1110,hard,716,,,,https://images.dinosaurpictures.org/Nipponosaurus/Nipponosaurus_f8ee6698.jpg
245,Tachiraptor,1102,1102,hard,1008,,,,https://images.dinosaurpictures.org/Tachiraptor/Tachiraptor_1aaa253d.jpg
246,Austroposeidon,1095,1095,hard,188,,,,https://images.dinosaurpictures.org/Austroposeidon/Austroposeidon_cdafb9cc.jpg
247,Panphagia,1090,1090,hard,824,,,,https://images.dinosaurpictures.org/Panphagia/Panphagia_ffd3a972.jpg
248,Protathlitis,1064,1064,hard,870,,,,https://images.dinosaurpictures.org/Protathlitis/Protathlitis_cd2c5229.jpg
249,Minqaria,1058,1058,hard,828,,,,https://images.dinosaurpictures.org/Minqaria/Minqaria_f2bad139.jpg
250,Bonapartenykus,1057,1057,hard,186,,,,https://images.dinosaurpictures.org/Bonapartenykus/Bonapartenykus_d9855182.jpg
251,Wendiceratops,1055,1055,hard,1107,,,,https://images.dinosaurpictures.org/Wendiceratops/Wendiceratops_1f9ba491.jpg
252,Acanthopholis,1045,1045,hard,13,,,,https://images.dinosaurpictures.org/Acanthopholis/Acanthopholis_e4290982.jpg
253,Bravoceratops,1045,1045,hard,190,,,,https://images.dinosaurpictures.org/Bravoceratops/Bravoceratops_435dfe1a.jpg
254,Abdarainurus,1043,1043,hard,51,,,,https://images.dinosaurpictures.org/Abdarainurus/Abdarainurus_43f6b1c9.jpg
255,Kakuru,1037,1037,hard,550,,,,https://images.dinosaurpictures.org/Kakuru/Kakuru_2b2ae255.jpg
256,Nuthetes,1037,1037,hard,770,,,,https://images.dinosaurpictures.org/Nuthetes/Nuthetes_739e0bc7.jpg
257,Adynomosaurus,1026,1026,,9,,,,https://images.dinosaurpictures.org/Adynomosaurus/Adynomosaurus_2d6a3ed2.jpg
258,Dromaeosauroides,1020,1020,,336,,,,https://images.dinosaurpictures.org/Dromaeosauroides/Dromaeosauroides_ec0fdb8d.jpg
259,Sinovenator,1012,1012,,970,,,,https://images.dinosaurpictures.org/Sinovenator/Sinovenator_c58fe3bf.jpg
260,Aletopelta,1004,1004,,39,,,,https://images.dinosaurpictures.org/Aletopelta/Aletopelta_0bc031ab.jpg
261,Bactrosaurus,1000,1000,,150,,,,https://images.dinosaurpictures.org/Bactrosaurus/Bactrosaurus_7b71fe9c.jpg
262,Acristavus,998,998,,16,,,,https://images.dinosaurpictures.org/Acristavus/Acristavus_e1312aff.jpg
263,Piveteausaurus,997,997,,847,,,,https://images.dinosaurpictures.org/Piveteausaurus/Piveteausaurus_e2ff4bec.jpg
264,Anserimimus,988,988,,2,,,,https://images.dinosaurpictures.org/Anserimimus/Anserimimus_ce67f2e0.jpg
265,Neuquenraptor,987,987,,737,,,,https://images.dinosaurpictures.org/Neuquenraptor/Neuquenraptor_f64cf939.jpg
266,Sirindhorna,981,981,,898,,,,https://images.dinosaurpictures.org/Sirindhorna/Sirindhorna_6534268c.jpg
267,Turanoceratops,974,974,,1088,,,,https://images.dinosaurpictures.org/Turanoceratops/Turanoceratops_9b90c660.jpg
268,Abrosaurus,971,971,,27,,,,https://images.dinosaurpictures.org/Abrosaurus/Abrosaurus_4b4d7efa.jpg
269,Brontomerus,968,968,,115,,,,https://images.dinosaurpictures.org/Brontomerus/Brontomerus_ce84a746.jpg
270,Bonapartesaurus,966,966,,191,,,,https://images.dinosaurpictures.org/Bonapartesaurus/Bonapartesaurus_1bda1d28.jpg
271,Uteodon,965,965,,1098,,,,https://images.dinosaurpictures.org/Uteodon/Uteodon_3106f923.jpg
272,Acantholipan,963,963,,10,,,,https://images.dinosaurpictures.org/Acantholipan/Acantholipan_56f78c6c.jpg
273,Aviatyrannis,943,943,,138,,,,https://images.dinosaurpictures.org/Aviatyrannis/Aviatyrannis_9e886b77.jpg
274,Barilium,943,943,,182,,,,https://images.dinosaurpictures.org/Barilium/Barilium_cfc888b6.jpg
275,Timimus,926,926,,1062,,,,https://images.dinosaurpictures.org/Timimus/Timimus_7cc27946.jpg
276,Camposaurus,924,924,,218,,,,https://images.dinosaurpictures.org/Camposaurus/Camposaurus_6c808400.jpg
277,Protarchaeopteryx,923,923,,836,,,,https://images.dinosaurpictures.org/Protarchaeopteryx/Protarchaeopteryx_6a20969c.jpg
278,Bonitasaura,921,921,,184,,,,https://images.dinosaurpictures.org/Bonitasaura/Bonitasaura_9ad380fc.jpg
279,Trinisaura,917,917,,1093,,,,https://images.dinosaurpictures.org/Trinisaura/Trinisaura_e783344d.jpg
280,Pedopenna,911,911,,835,,,,https://images.dinosaurpictures.org/Pedopenna/Pedopenna_7a7e263e.jpg
281,Chubutisaurus,900,900,,296,,,,https://images.dinosaurpictures.org/Chubutisaurus/Chubutisaurus_db192651.jpg
282,Cedarpelta,899,899,,211,,,,https://images.dinosaurpictures.org/Cedarpelta/Cedarpelta_a140b7c1.jpg
283,Newtonsaurus,893,893,,714,,,,https://images.dinosaurpictures.org/Newtonsaurus/Newtonsaurus_06eabb79.jpg
284,Eolambia,892,892,,403,,,,https://images.dinosaurpictures.org/Eolambia/Eolambia_af4ec99b.jpg
285,Acrotholus,888,888,,44,,,,https://images.dinosaurpictures.org/Acrotholus/Acrotholus_3067b098.jpg
286,Jaxartosaurus,872,872,,533,,,,https://images.dinosaurpictures.org/Jaxartosaurus/Jaxartosaurus_afe2ec31.jpg
287,Bolong,871,871,,114,,,,https://images.dinosaurpictures.org/Bolong/Bolong_52f7476a.jpg
288,Mochlodon,869,869,,705,,,,https://images.dinosaurpictures.org/Mochlodon/Mochlodon_678eee33.jpg
289,Kaatedocus,861,861,,572,,,,https://images.dinosaurpictures.org/Kaatedocus/Kaatedocus_6f7391d9.jpg
290,Galeamopus,859,859,,445,,,,https://images.dinosaurpictures.org/Galeamopus/Galeamopus_ff2cffb8.jpg
291,Brighstoneus,857,857,,198,,,,https://images.dinosaurpictures.org/Brighstoneus/Brighstoneus_05a8a633.jpg
292,Niobrarasaurus,841,841,,746,,,,https://images.dinosaurpictures.org/Niobrarasaurus/Niobrarasaurus_e6c4ed71.jpg
293,Daxiatitan,838,838,,325,,,,https://images.dinosaurpictures.org/Daxiatitan/Daxiatitan_65e12c69.jpg
294,Wellnhoferia,838,838,,1103,,,,https://images.dinosaurpictures.org/Wellnhoferia/Wellnhoferia_b896d581.jpg
295,Janenschia,835,835,,563,,,,https://images.dinosaurpictures.org/Janenschia/Janenschia_cc561d2e.jpg
296,Taleta,832,832,,1002,,,,https://images.dinosaurpictures.org/Taleta/Taleta_8c982476.jpg
297,Austrosaurus,827,827,,193,,,,https://images.dinosaurpictures.org/Austrosaurus/Austrosaurus_b0d706da.jpg
298,Iliosuchus,821,821,,515,,,,https://images.dinosaurpictures.org/Iliosuchus/Iliosuchus_0817e97b.jpg
299,Fukuititan,817,817,,658,,,,https://images.dinosaurpictures.org/Fukuititan/Fukuititan_f30cca1d.jpg
300,Szechuanosaurus,817,817,,987,,,,https://images.dinosaurpictures.org/Szechuanosaurus/Szechuanosaurus_2dc5a388.jpg
301,Eosinopteryx,813,813,,448,,,,https://images.dinosaurpictures.org/Eosinopteryx/Eosinopteryx_9a2a6ba5.jpg
302,Tylocephale,807,807,,1035,,,,https://images.dinosaurpictures.org/Tylocephale/Tylocephale_e1857bdf.jpg
303,Craterosaurus,804,804,,258,,,,https://images.dinosaurpictures.org/Craterosaurus/Craterosaurus_9c860c39.jpg
304,Daurlong,789,789,,278,,,,https://images.dinosaurpictures.org/Daurlong/Daurlong_72bb7248.jpg
305,Enigmosaurus,788,788,,399,,,,https://images.dinosaurpictures.org/Enigmosaurus/Enigmosaurus_492a26ef.jpg
306,Kinnareemimus,782,782,,508,,,,https://images.dinosaurpictures.org/Kinnareemimus/Kinnareemimus_aca5632b.jpg
307,Nullotitan,782,782,,718,,,,https://images.dinosaurpictures.org/Nullotitan/Nullotitan_82ccd064.jpg
308,Graciliraptor,781,781,,481,,,,https://images.dinosaurpictures.org/Graciliraptor/Graciliraptor_e1863188.jpg
309,Lourinhasaurus,768,768,,614,,,,https://images.dinosaurpictures.org/Lourinhasaurus/Lourinhasaurus_d4fce65e.jpg
310,Ostromia,766,766,,762,,,,https://images.dinosaurpictures.org/Ostromia/Ostromia_4c96dabf.jpg
311,Epachthosaurus,759,759,,423,,,,https://images.dinosaurpictures.org/Epachthosaurus/Epachthosaurus_a271a6f9.jpg
312,Eotrachodon,758,758,,425,,,,https://images.dinosaurpictures.org/Eotrachodon/Eotrachodon_780b18dc.jpg
313,Archaeocursor,756,756,,144,,,,https://images.dinosaurpictures.org/Archaeocursor/Archaeocursor_04042a76.jpg
314,Shidaisaurus,750,750,,938,,,,https://images.dinosaurpictures.org/Shidaisaurus/Shidaisaurus_b163f8fd.jpg
315,Savannasaurus,742,742,,963,,,,https://images.dinosaurpictures.org/Savannasaurus/Savannasaurus_c0aa82dc.jpg
316,Lanzhousaurus,731,731,,579,,,,https://images.dinosaurpictures.org/Lanzhousaurus/Lanzhousaurus_e99941fe.jpg
317,Albertavenator,730,730,,42,,,,https://images.dinosaurpictures.org/Albertavenator/Albertavenator_e9f24c08.jpg
318,Panguraptor,725,725,,777,,,,https://images.dinosaurpictures.org/Panguraptor/Panguraptor_1891708b.jpg
319,Achillesaurus,713,713,,64,,,,https://images.dinosaurpictures.org/Achillesaurus/Achillesaurus_ec4792fe.jpg
320,Huanghetitan,702,702,,505,,,,https://images.dinosaurpictures.org/Huanghetitan/Huanghetitan_80f20579.jpg
321,Huaxiagnathus,702,702,,535,,,,https://images.dinosaurpictures.org/Huaxiagnathus/Huaxiagnathus_7daa4264.jpg
322,Weewarrasaurus,702,702,,1131,,,,https://images.dinosaurpictures.org/Weewarrasaurus/Weewarrasaurus_546d121c.jpg
323,Furcatoceratops,697,697,,392,,,,https://images.dinosaurpictures.org/Furcatoceratops/Furcatoceratops_13ec49f8.jpg
324,Dornraptor,696,696,,344,,,,https://images.dinosaurpictures.org/Dornraptor/Dornraptor_9723412c.jpg
325,Kaijiangosaurus,695,695,,512,,,,https://images.dinosaurpictures.org/Kaijiangosaurus/Kaijiangosaurus_ac034704.jpg
326,Albertonykus,692,692,,14,,,,https://images.dinosaurpictures.org/Albertonykus/Albertonykus_0fce8f87.jpg
327,Eoneophron,687,687,,440,,,,https://images.dinosaurpictures.org/Eoneophron/Eoneophron_35beda27.jpg
328,Mirischia,686,686,,703,,,,https://images.dinosaurpictures.org/Mirischia/Mirischia_e909b73c.jpg
329,Gresslyosaurus,683,683,,449,,,,https://images.dinosaurpictures.org/Gresslyosaurus/Gresslyosaurus_e8d830ca.jpg
330,Moabosaurus,673,673,,656,,,,https://images.dinosaurpictures.org/Moabosaurus/Moabosaurus_6efde092.jpg
331,Aepyornithomimus,671,671,,32,,,,https://images.dinosaurpictures.org/Aepyornithomimus/Aepyornithomimus_e79fffae.jpg
332,Archaeodontosaurus,660,660,,108,,,,https://images.dinosaurpictures.org/Archaeodontosaurus/Archaeodontosaurus_f19957c3.jpg
333,Bothriospondylus,654,654,,176,,,,https://images.dinosaurpictures.org/Bothriospondylus/Bothriospondylus_403ae7ea.jpg
334,Blikanasaurus,651,651,,110,,,,https://images.dinosaurpictures.org/Blikanasaurus/Blikanasaurus_f720d794.jpg
335,Chakisaurus,649,649,,249,,,,https://images.dinosaurpictures.org/Chakisaurus/Chakisaurus_387b73f7.jpg
336,Uberabatitan,648,648,,1021,,,,https://images.dinosaurpictures.org/Uberabatitan/Uberabatitan_e143edd7.jpg
337,Judiceratops,638,638,,566,,,,https://images.dinosaurpictures.org/Judiceratops/Judiceratops_2e95248b.jpg
338,Liaoceratops,636,636,,599,,,,https://images.dinosaurpictures.org/Liaoceratops/Liaoceratops_5cbb7a30.jpg
339,Ornithopsis,632,632,,801,,,,https://images.dinosaurpictures.org/Ornithopsis/Ornithopsis_c267b13e.jpg
340,Kiyacursor,631,631,,588,,,,https://images.dinosaurpictures.org/Kiyacursor/Kiyacursor_462e3361.jpg
341,Uriash,630,630,,1054,,,,https://images.dinosaurpictures.org/Uriash/Uriash_066aa39f.jpg
342,Canardia,629,629,,238,,,,https://images.dinosaurpictures.org/Canardia/Canardia_42abfa62.jpg
343,Fulgurotherium,625,625,,422,,,,https://images.dinosaurpictures.org/Fulgurotherium/Fulgurotherium_752c96a2.jpg
344,Vouivria,617,617,,1116,,,,https://images.dinosaurpictures.org/Vouivria/Vouivria_0adb71a4.jpg
345,Menefeeceratops,611,611,,669,,,,https://images.dinosaurpictures.org/Menefeeceratops/Menefeeceratops_4b7db240.jpg
346,Bisticeratops,609,609,,195,,,,https://images.dinosaurpictures.org/Bisticeratops/Bisticeratops_331a2fe6.jpg
347,Borogovia,605,605,,178,,,,https://images.dinosaurpictures.org/Borogovia/Borogovia_f990a3e9.jpg
348,Eucnemesaurus,593,593,,382,,,,https://images.dinosaurpictures.org/Eucnemesaurus/Eucnemesaurus_c63c0a36.jpg
349,Zhuchengceratops,591,591,,1150,,,,https://images.dinosaurpictures.org/Zhuchengceratops/Zhuchengceratops_8ca2d6b2.jpg
350,Lapparentosaurus,589,589,,500,,,,https://images.dinosaurpictures.org/Lapparentosaurus/Lapparentosaurus_9902422e.jpg
351,Nhandumirim,588,588,,726,,,,https://images.dinosaurpictures.org/Nhandumirim/Nhandumirim_e524b041.jpg
352,Laosaurus,587,587,,547,,,,https://images.dinosaurpictures.org/Laosaurus/Laosaurus_68f9ab93.jpg
353,Luanchuanraptor,581,581,,606,,,,https://images.dinosaurpictures.org/Luanchuanraptor/Luanchuanraptor_ccbe5d67.jpg
354,Blasisaurus,574,574,,177,,,,https://images.dinosaurpictures.org/Blasisaurus/Blasisaurus_5d998cab.jpg
355,Eucamerotus,573,573,,381,,,,https://images.dinosaurpictures.org/Eucamerotus/Eucamerotus_48e1577f.jpg
356,Fylax,573,573,,450,,,,https://images.dinosaurpictures.org/Fylax/Fylax_f29e9fc3.jpg
357,Asylosaurus,568,568,,164,,,,https://images.dinosaurpictures.org/Asylosaurus/Asylosaurus_e1c098a5.jpg
358,Obelignathus,567,567,,791,,,,https://images.dinosaurpictures.org/Obelignathus/Obelignathus_2d92af4e.jpg
359,Chadititan,565,565,,268,,,,https://images.dinosaurpictures.org/Chadititan/Chadititan_e2b9922e.jpg
360,Cerasinops,560,560,,231,,,,https://images.dinosaurpictures.org/Cerasinops/Cerasinops_cd6efe22.jpg
361,Malefica,558,558,,644,,,,https://images.dinosaurpictures.org/Malefica/Malefica_da3ab9ec.jpg
362,Stegopelta,558,558,,994,,,,https://images.dinosaurpictures.org/Stegopelta/Stegopelta_c5910d71.jpg
363,Ampelognathus,554,554,,88,,,,https://images.dinosaurpictures.org/Ampelognathus/Ampelognathus_26bd0d09.jpg
364,Bonatitan,554,554,,161,,,,https://images.dinosaurpictures.org/Bonatitan/Bonatitan_5dd2ddfd.jpg
365,Galleonosaurus,549,549,,434,,,,https://images.dinosaurpictures.org/Galleonosaurus/Galleonosaurus_cb0e7234.jpg
366,Hesperonyx,546,546,,486,,,,https://images.dinosaurpictures.org/Hesperonyx/Hesperonyx_88de2c48.jpg
367,Anoplosaurus,542,542,,31,,,,https://images.dinosaurpictures.org/Anoplosaurus/Anoplosaurus_c14f4ea6.jpg
368,Mnyamawamtuka,542,542,,660,,,,https://images.dinosaurpictures.org/Mnyamawamtuka/Mnyamawamtuka_154633e4.jpg
369,Tamarro,538,538,,1003,,,,https://images.dinosaurpictures.org/Tamarro/Tamarro_73b02f80.jpg
370,Yamaceratops,538,538,,1141,,,,https://images.dinosaurpictures.org/Yamaceratops/Yamaceratops_f37b95df.jpg
371,Lucianovenator,536,536,,697,,,,https://images.dinosaurpictures.org/Lucianovenator/Lucianovenator_0f3ea73e.jpg
372,Datousaurus,534,534,,239,,,,https://images.dinosaurpictures.org/Datousaurus/Datousaurus_041e86e7.jpg
373,Changchunsaurus,531,531,,244,,,,https://images.dinosaurpictures.org/Changchunsaurus/Changchunsaurus_2dd84042.jpg
374,Breviceratops,529,529,,194,,,,https://images.dinosaurpictures.org/Breviceratops/Breviceratops_9b34e253.jpg
375,Igai,525,525,,499,,,,https://images.dinosaurpictures.org/Igai/Igai_1fd4026f.jpg
376,Gannansaurus,521,521,,447,,,,https://images.dinosaurpictures.org/Gannansaurus/Gannansaurus_f38c62b8.jpg
377,Plateosauravus,514,514,,852,,,,https://images.dinosaurpictures.org/Plateosauravus/Plateosauravus_93d8f6c8.jpg
378,Oblitosaurus,510,510,,821,,,,https://images.dinosaurpictures.org/Oblitosaurus/Oblitosaurus_631bc8fc.jpg
379,Alocodon,509,509,,68,,,,https://images.dinosaurpictures.org/Alocodon/Alocodon_4e88c768.jpg
380,Algoasaurus,508,508,,5,,,,https://images.dinosaurpictures.org/Algoasaurus/Algoasaurus_8462248c.jpg
381,Helioceratops,506,506,,473,,,,https://images.dinosaurpictures.org/Helioceratops/Helioceratops_86c0f3ef.jpg
382,Rocasaurus,505,505,,923,,,,https://images.dinosaurpictures.org/Rocasaurus/Rocasaurus_4696dca8.jpg
383,Archaeornithoides,504,504,,73,,,,https://images.dinosaurpictures.org/Archaeornithoides/Archaeornithoides_e62e1e1d.jpg
384,Changmiania,504,504,,250,,,,https://images.dinosaurpictures.org/Changmiania/Changmiania_2202cda6.jpg
385,Cardiodon,503,503,,213,,,,https://images.dinosaurpictures.org/Cardiodon/Cardiodon_7834a796.jpg
386,Amtocephale,502,502,,66,,,,https://images.dinosaurpictures.org/Amtocephale/Amtocephale_d667ea17.jpg
387,Dystrophaeus,498,498,,356,,,,https://images.dinosaurpictures.org/Dystrophaeus/Dystrophaeus_a30d8e9c.jpg
388,Cedrorestes,491,491,,236,,,,https://images.dinosaurpictures.org/Cedrorestes/Cedrorestes_ae274f87.jpg
389,Dyslocosaurus,489,489,,338,,,,https://images.dinosaurpictures.org/Dyslocosaurus/Dyslocosaurus_796e8ada.jpg
390,Cathartesaura,481,481,,234,,,,https://images.dinosaurpictures.org/Cathartesaura/Cathartesaura_5824e957.jpg
391,Boreonykus,474,474,,204,,,,https://images.dinosaurpictures.org/Boreonykus/Boreonykus_09789a11.jpg
392,Gravitholus,471,471,,468,,,,https://images.dinosaurpictures.org/Gravitholus/Gravitholus_6dd0d406.jpg
393,Pellegrinisaurus,470,470,,765,,,,https://images.dinosaurpictures.org/Pellegrinisaurus/Pellegrinisaurus_d92e93bf.jpg
394,Tianzhenosaurus,470,470,,1017,,,,https://images.dinosaurpictures.org/Tianzhenosaurus/Tianzhenosaurus_e489a67d.jpg
395,Ruehleia,469,469,,874,,,,https://images.dinosaurpictures.org/Ruehleia/Ruehleia_537ffdc3.jpg
396,Walgettosuchus,468,468,,1064,,,,https://images.dinosaurpictures.org/Walgettosuchus/Walgettosuchus_80d10713.jpg
397,Xuanhuaceratops,467,467,,1122,,,,https://images.dinosaurpictures.org/Xuanhuaceratops/Xuanhuaceratops_50161be2.jpg
398,Trigonosaurus,465,465,,1053,,,,https://images.dinosaurpictures.org/Trigonosaurus/Trigonosaurus_5fc2b5f5.jpg
399,Xunmenglong,464,464,,1153,,,,https://images.dinosaurpictures.org/Xunmenglong/Xunmenglong_467b38b5.jpg
400,Sonidosaurus,460,460,,919,,,,https://images.dinosaurpictures.org/Sonidosaurus/Sonidosaurus_89435b8b.jpg
401,Klamelisaurus,459,459,,528,,,,https://images.dinosaurpictures.org/Klamelisaurus/Klamelisaurus_12c9b190.jpg
402,Astrophocaudia,454,454,,130,,,,https://images.dinosaurpictures.org/Astrophocaudia/Astrophocaudia_210f74ef.jpg
403,Gideonmantellia,452,452,,464,,,,https://images.dinosaurpictures.org/Gideonmantellia/Gideonmantellia_456bb47e.jpg
404,Albinykus,451,451,,61,,,,https://images.dinosaurpictures.org/Albinykus/Albinykus_8d2a0cc8.jpg
405,Tsagantegia,451,451,,1031,,,,https://images.dinosaurpictures.org/Tsagantegia/Tsagantegia_e635fe83.jpg
406,Naashoibitosaurus,443,443,,689,,,,https://images.dinosaurpictures.org/Naashoibitosaurus/Naashoibitosaurus_5f35d758.jpg
407,Ceratonykus,442,442,,284,,,,https://images.dinosaurpictures.org/Ceratonykus/Ceratonykus_42a3358e.jpg
408,Smitanosaurus,435,435,,968,,,,https://images.dinosaurpictures.org/Smitanosaurus/Smitanosaurus_263860a4.jpg
409,Heptasteornis,431,431,,451,,,,https://images.dinosaurpictures.org/Heptasteornis/Heptasteornis_fc9b9e26.jpg
410,Dzharatitanis,428,428,,424,,,,https://images.dinosaurpictures.org/Dzharatitanis/Dzharatitanis_497f80b0.jpg
411,Baalsaurus,427,427,,196,,,,https://images.dinosaurpictures.org/Baalsaurus/Baalsaurus_642ff424.jpg
412,Overosaurus,426,426,,787,,,,https://images.dinosaurpictures.org/Overosaurus/Overosaurus_01118486.jpg
413,Orthomerus,421,421,,795,,,,https://images.dinosaurpictures.org/Orthomerus/Orthomerus_f60a09e8.jpg
414,Volgatitan,418,418,,1111,,,,https://images.dinosaurpictures.org/Volgatitan/Volgatitan_6311e5c5.jpg
415,Lamplughsaura,417,417,,570,,,,https://images.dinosaurpictures.org/Lamplughsaura/Lamplughsaura_00386a97.jpg
416,Jaculinykus,413,413,,545,,,,https://images.dinosaurpictures.org/Jaculinykus/Jaculinykus_ce916223.jpg
417,Laplatasaurus,413,413,,576,,,,https://images.dinosaurpictures.org/Laplatasaurus/Laplatasaurus_0ddb8324.jpg
418,Kangnasaurus,411,411,,524,,,,https://images.dinosaurpictures.org/Kangnasaurus/Kangnasaurus_4c63271f.jpg
419,Atacamatitan,409,409,,189,,,,https://images.dinosaurpictures.org/Atacamatitan/Atacamatitan_6f146cd1.jpg
420,Pterospondylus,404,404,,864,,,,https://images.dinosaurpictures.org/Pterospondylus/Pterospondylus_aab3baef.jpg
421,Tendaguria,404,404,,1042,,,,https://images.dinosaurpictures.org/Tendaguria/Tendaguria_d2c898e5.jpg
422,Gryphoceratops,403,403,,456,,,,https://images.dinosaurpictures.org/Gryphoceratops/Gryphoceratops_14dd1351.jpg
423,Laiyangosaurus,402,402,,591,,,,https://images.dinosaurpictures.org/Laiyangosaurus/Laiyangosaurus_57159f0d.jpg
424,Borealosaurus,398,398,,128,,,,https://images.dinosaurpictures.org/Borealosaurus/Borealosaurus_0168d266.jpg
425,Ganzhousaurus,398,398,,401,,,,https://images.dinosaurpictures.org/Ganzhousaurus/Ganzhousaurus_3d8454ef.jpg
426,Jubbulpuria,393,393,,519,,,,https://images.dinosaurpictures.org/Jubbulpuria/Jubbulpuria_0e13e645.jpg
427,Aepisaurus,392,392,,38,,,,https://images.dinosaurpictures.org/Aepisaurus/Aepisaurus_3ff2b7d4.jpg
428,Sinusonasus,388,388,,974,,,,https://images.dinosaurpictures.org/Sinusonasus/Sinusonasus_781b050d.jpg
429,Tietasaura,388,388,,1089,,,,https://images.dinosaurpictures.org/Tietasaura/Tietasaura_cdc25282.jpg
430,Epichirostenotes,385,385,,393,,,,https://images.dinosaurpictures.org/Epichirostenotes/Epichirostenotes_17285b72.jpg
431,Geranosaurus,383,383,,438,,,,https://images.dinosaurpictures.org/Geranosaurus/Geranosaurus_70f0bd4a.jpg
432,Tugulusaurus,383,383,,1086,,,,https://images.dinosaurpictures.org/Tugulusaurus/Tugulusaurus_f9117bf0.jpg
433,Nankangia,378,378,,751,,,,https://images.dinosaurpictures.org/Nankangia/Nankangia_e8c170fd.jpg
434,Platypelta,352,352,,862,,,,https://images.dinosaurpictures.org/Platypelta/Platypelta_1a964991.jpg
435,Tienshanosaurus,351,351,,1070,,,,https://images.dinosaurpictures.org/Tienshanosaurus/Tienshanosaurus_ebf25163.jpg
436,Tuebingosaurus,351,351,,1080,,,,https://images.dinosaurpictures.org/Tuebingosaurus/Tuebingosaurus_5e910038.jpg
437,Barrosasaurus,337,337,,124,,,,https://images.dinosaurpictures.org/Barrosasaurus/Barrosasaurus_a641b7e5.jpg
438,Bravasaurus,336,336,,199,,,,https://images.dinosaurpictures.org/Bravasaurus/Bravasaurus_09fa1676.jpg
439,Nevadadromeus,328,328,,732,,,,https://images.dinosaurpictures.org/Nevadadromeus/Nevadadromeus_217f0033.jpg
440,Dongyangosaurus,327,327,,354,,,,https://images.dinosaurpictures.org/Dongyangosaurus/Dongyangosaurus_6f10b8e6.jpg
441,Rukwatitan,325,325,,949,,,,https://images.dinosaurpictures.org/Rukwatitan/Rukwatitan_60535ab3.jpg
442,Ngwevu,313,313,,712,,,,https://images.dinosaurpictures.org/Ngwevu/Ngwevu_7b7f80fc.jpg
443,Leyesaurus,311,311,,609,,,,https://images.dinosaurpictures.org/Leyesaurus/Leyesaurus_b50e4a6c.jpg
444,Gandititan,304,304,,417,,,,https://images.dinosaurpictures.org/Gandititan/Gandititan_6cb7c48b.jpg
445,Craspedodon,285,285,,300,,,,https://images.dinosaurpictures.org/Craspedodon/Craspedodon_58377b64.jpg
446,Dzharaonyx,278,278,,343,,,,https://images.dinosaurpictures.org/Dzharaonyx/Dzharaonyx_467bad2e.jpg
447,Shishugounykus,275,275,,965,,,,https://images.dinosaurpictures.org/Shishugounykus/Shishugounykus_5a63f3fa.jpg
448,Willinakaqe,275,275,,1097,,,,https://images.dinosaurpictures.org/Willinakaqe/Willinakaqe_821ee2d4.jpg
449,Huangshanlong,274,274,,498,,,,https://images.dinosaurpictures.org/Huangshanlong/Huangshanlong_eb41df0b.jpg
450,Tichosteus,271,271,,1063,,,,https://images.dinosaurpictures.org/Tichosteus/Tichosteus_141c6b17.jpg
451,Campylodoniscus,266,266,,232,,,,https://images.dinosaurpictures.org/Campylodoniscus/Campylodoniscus_119924e8.jpg
452,Papiliovenator,261,261,,830,,,,https://images.dinosaurpictures.org/Papiliovenator/Papiliovenator_b557033c.jpg
453,Gryponyx,251,251,,453,,,,https://images.dinosaurpictures.org/Gryponyx/Gryponyx_9b93ba45.jpg
454,Teinurosaurus,243,243,,1049,,,,https://images.dinosaurpictures.org/Teinurosaurus/Teinurosaurus_3f88f963.jpg
455,Almas,239,239,,71,,,,https://images.dinosaurpictures.org/Almas/Almas_ec25744e.jpg
456,Cionodon,234,234,,305,,,,https://images.dinosaurpictures.org/Cionodon/Cionodon_40d5d1b1.jpg
457,Eucercosaurus,196,196,,372,,,,https://images.dinosaurpictures.org/Eucercosaurus/Eucercosaurus_4116204e.jpg
458,Dromicosaurus,161,161,,332,,,,https://images.dinosaurpictures.org/Dromicosaurus/Dromicosaurus_59522a62.jpg
459,Ornithotarsus,122,122,,804,,,,https://images.dinosaurpictures.org/Ornithotarsus/Ornithotarsus_ff72e246.jpg
