rank,name,score,pageviews,currentTier,id,family,lived,wikipediaUrl,imageUrl
460,Adamantisaurus,0,0,,17,,,,https://images.dinosaurpictures.org/Adamantisaurus/Adamantisaurus_21f3bb27.jpg
461,Adasaurus,0,0,,4,,,,https://images.dinosaurpictures.org/Adasaurus/Adasaurus_0dc08ded.jpg
462,Adelolophus,0,0,,63,,,,https://images.dinosaurpictures.org/Adelolophus/Adelolophus_af6e57d4.jpg
463,Adeopapposaurus,0,0,,55,,,,https://images.dinosaurpictures.org/Adeopapposaurus/Adeopapposaurus_3dfc542d.jpg
464,Adratiklit,0,0,,18,,,,https://images.dinosaurpictures.org/Adratiklit/Adratiklit_bf7f5803.jpg
465,Aerosteon,0,0,,26,,,,https://images.dinosaurpictures.org/Aerosteon/Aerosteon_20643324.jpg
466,Aetonyx,0,0,,15,,,,https://images.dinosaurpictures.org/Aetonyx/Aetonyx_0abcc6c0.jpg
467,Afromimus,0,0,,90,,,,https://images.dinosaurpictures.org/Afromimus/Afromimus_49dec1b4.jpg
468,Afrovenator,0,0,,36,,,,https://images.dinosaurpictures.org/Afrovenator/Afrovenator_bedc2b07.jpg
469,Agathaumas,0,0,,19,,,,https://images.dinosaurpictures.org/Agathaumas/Agathaumas_e2e6adbc.jpg
470,Agilisaurus,0,0,,21,,,,https://images.dinosaurpictures.org/Agilisaurus/Agilisaurus_e8a6210f.jpg
471,Agujaceratops,0,0,,58,,,,https://images.dinosaurpictures.org/Agujaceratops/Agujaceratops_965feb75.jpg
472,Ajkaceratops,0,0,,52,,,,https://images.dinosaurpictures.org/Ajkaceratops/Ajkaceratops_9bfa2b47.jpg
473,Ajnabia,0,0,,35,,,,https://images.dinosaurpictures.org/Ajnabia/Ajnabia_410809fd.jpg
474,Akainacephalus,0,0,,67,,,,https://images.dinosaurpictures.org/Akainacephalus/Akainacephalus_6b366594.jpg
475,Alamosaurus,0,0,,6,,,,https://images.dinosaurpictures.org/Alamosaurus/Alamosaurus_60b87f10.jpg
476,Alaskacephale,0,0,,30,,,,https://images.dinosaurpictures.org/Alaskacephale/Alaskacephale_964d47cc.jpg
477,Albalophosaurus,0,0,,255,,,,https://images.dinosaurpictures.org/Albalophosaurus/Albalophosaurus_c9a0a45b.jpg
478,Albertaceratops,0,0,,37,,,,https://images.dinosaurpictures.org/Albertaceratops/Albertaceratops_35a27d2e.jpg
479,Albertadromeus,0,0,,43,,,,https://images.dinosaurpictures.org/Albertadromeus/Albertadromeus_809a5c54.jpg
480,Alvarezsaurus,0,0,,89,,,,https://images.dinosaurpictures.org/Alvarezsaurus/Alvarezsaurus_d54fa327.jpg
481,Alxasaurus,0,0,,8,,,,https://images.dinosaurpictures.org/Alxasaurus/Alxasaurus_10708f15.jpg
482,Amazonsaurus,0,0,,65,,,,https://images.dinosaurpictures.org/Amazonsaurus/Amazonsaurus_69e460a1.jpg
483,Ambopteryx,0,0,,75,,,,https://images.dinosaurpictures.org/Ambopteryx/Ambopteryx_d0f4b304.jpg
484,Amygdalodon,0,0,,41,,,,https://images.dinosaurpictures.org/Amygdalodon/Amygdalodon_fe6e4bb6.jpg
485,Anabisetia,0,0,,12,,,,https://images.dinosaurpictures.org/Anabisetia/Anabisetia_05a45b08.jpg
486,Anasazisaurus,0,0,,11,,,,https://images.dinosaurpictures.org/Anasazisaurus/Anasazisaurus_10228269.jpg
487,Anchiceratops,0,0,,24,,,,https://images.dinosaurpictures.org/Anchiceratops/Anchiceratops_a14767f1.jpg
488,Anchiornis,0,0,,25,,,,https://images.dinosaurpictures.org/Anchiornis/Anchiornis_16f02d0b.jpg
489,Anchisaurus,0,0,,91,,,,https://images.dinosaurpictures.org/Anchisaurus/Anchisaurus_a28b5b18.jpg
490,Andesaurus,0,0,,3,,,,https://images.dinosaurpictures.org/Andesaurus/Andesaurus_8adef64b.jpg
491,Angolatitan,0,0,,62,,,,https://images.dinosaurpictures.org/Angolatitan/Angolatitan_44002254.jpg
492,Angulomastacator,0,0,,28,,,,https://images.dinosaurpictures.org/Angulomastacator/Angulomastacator_5e7191f1.jpg
493,Anhuilong,0,0,,72,,,,https://images.dinosaurpictures.org/Anhuilong/Anhuilong_823af47a.jpg
494,Aniksosaurus,0,0,,57,,,,https://images.dinosaurpictures.org/Aniksosaurus/Aniksosaurus_1f1af8ff.jpg
495,Animantarx,0,0,,85,,,,https://images.dinosaurpictures.org/Animantarx/Animantarx_be625ca5.jpg
496,Anodontosaurus,0,0,,50,,,,https://images.dinosaurpictures.org/Anodontosaurus/Anodontosaurus_3aea0267.jpg
497,Anomalipes,0,0,,77,,,,https://images.dinosaurpictures.org/Anomalipes/Anomalipes_eecf0556.jpg
498,Antetonitrus,0,0,,102,,,,https://images.dinosaurpictures.org/Antetonitrus/Antetonitrus_728ceb25.jpg
499,Antrodemus,0,0,,80,,,,https://images.dinosaurpictures.org/Antrodemus/Antrodemus_5c6b1fe2.jpg
500,Anzu,0,0,,153,,,,https://images.dinosaurpictures.org/Anzu/Anzu_a3e041b8.jpg
501,Aoniraptor,0,0,,145,,,,https://images.dinosaurpictures.org/Aoniraptor/Aoniraptor_df4a9333.jpg
502,Aorun,0,0,,97,,,,https://images.dinosaurpictures.org/Aorun/Aorun_48f71240.jpg
503,Apatoraptor,0,0,,151,,,,https://images.dinosaurpictures.org/Apatoraptor/Apatoraptor_5922b7cf.jpg
504,Appalachiosaurus,0,0,,81,,,,https://images.dinosaurpictures.org/Appalachiosaurus/Appalachiosaurus_6a04a854.jpg
505,Aquilarhinus,0,0,,165,,,,https://images.dinosaurpictures.org/Aquilarhinus/Aquilarhinus_8b4a6fd0.jpg
506,Aquilops,0,0,,166,,,,https://images.dinosaurpictures.org/Aquilops/Aquilops_61871afc.jpg
507,Arackar,0,0,,123,,,,https://images.dinosaurpictures.org/Arackar/Arackar_5bbbac0d.jpg
508,Aragosaurus,0,0,,95,,,,https://images.dinosaurpictures.org/Aragosaurus/Aragosaurus_f4d065fa.jpg
509,Aralosaurus,0,0,,83,,,,https://images.dinosaurpictures.org/Aralosaurus/Aralosaurus_b28e7409.jpg
510,Aratasaurus,0,0,,125,,,,https://images.dinosaurpictures.org/Aratasaurus/Aratasaurus_5047c729.jpg
511,Archaeoceratops,0,0,,92,,,,https://images.dinosaurpictures.org/Archaeoceratops/Archaeoceratops_82cf227e.jpg
512,Arcovenator,0,0,,106,,,,https://images.dinosaurpictures.org/Arcovenator/Arcovenator_7797007a.jpg
513,Arcusaurus,0,0,,100,,,,https://images.dinosaurpictures.org/Arcusaurus/Arcusaurus_a07301a8.jpg
514,Ardetosaurus,0,0,,149,,,,https://images.dinosaurpictures.org/Ardetosaurus/Ardetosaurus_6ccbf570.jpg
515,Arenysaurus,0,0,,111,,,,https://images.dinosaurpictures.org/Arenysaurus/Arenysaurus_9870ec04.jpg
516,Aristosaurus,0,0,,84,,,,https://images.dinosaurpictures.org/Aristosaurus/Aristosaurus_df860090.jpg
517,Aristosuchus,0,0,,99,,,,https://images.dinosaurpictures.org/Aristosuchus/Aristosuchus_6f41588d.jpg
518,Arkansaurus,0,0,,78,,,,https://images.dinosaurpictures.org/Arkansaurus/Arkansaurus_39c4085e.jpg
519,Arkharavia,0,0,,103,,,,https://images.dinosaurpictures.org/Arkharavia/Arkharavia_9cef400d.jpg
520,Arrhinoceratops,0,0,,82,,,,https://images.dinosaurpictures.org/Arrhinoceratops/Arrhinoceratops_7b6de626.jpg
521,Arrudatitan,0,0,,169,,,,https://images.dinosaurpictures.org/Arrudatitan/Arrudatitan_fdf23df9.jpg
522,Arstanosaurus,0,0,,104,,,,https://images.dinosaurpictures.org/Arstanosaurus/Arstanosaurus_51e0196f.jpg
523,Asfaltovenator,0,0,,129,,,,https://images.dinosaurpictures.org/Asfaltovenator/Asfaltovenator_0d61f59a.jpg
524,Asiaceratops,0,0,,98,,,,https://images.dinosaurpictures.org/Asiaceratops/Asiaceratops_0481241b.jpg
525,Asiatosaurus,0,0,,105,,,,https://images.dinosaurpictures.org/Asiatosaurus/Asiatosaurus_304e057b.jpg
526,Athenar,0,0,,172,,,,https://images.dinosaurpictures.org/Athenar/Athenar_4c667ac1.jpg
527,Atlantosaurus,0,0,,159,,,,https://images.dinosaurpictures.org/Atlantosaurus/Atlantosaurus_6bc980a2.jpg
528,Atlasaurus,0,0,,146,,,,https://images.dinosaurpictures.org/Atlasaurus/Atlasaurus_20403b21.jpg
529,Atlascopcosaurus,0,0,,163,,,,https://images.dinosaurpictures.org/Atlascopcosaurus/Atlascopcosaurus_903d895c.jpg
530,Atrociraptor,0,0,,126,,,,https://images.dinosaurpictures.org/Atrociraptor/Atrociraptor_48842f7a.jpg
531,Atsinganosaurus,0,0,,170,,,,https://images.dinosaurpictures.org/Atsinganosaurus/Atsinganosaurus_ac4111dc.jpg
532,Aublysodon,0,0,,142,,,,https://images.dinosaurpictures.org/Aublysodon/Aublysodon_63826211.jpg
533,Aucasaurus,0,0,,113,,,,https://images.dinosaurpictures.org/Aucasaurus/Aucasaurus_1a572e2d.jpg
534,Augustynolophus,0,0,,118,,,,https://images.dinosaurpictures.org/Augustynolophus/Augustynolophus_c54a40c8.jpg
535,Auroraceratops,0,0,,157,,,,https://images.dinosaurpictures.org/Auroraceratops/Auroraceratops_39436a29.jpg
536,Aurornis,0,0,,187,,,,https://images.dinosaurpictures.org/Aurornis/Aurornis_ce50ac97.jpg
537,Australodocus,0,0,,132,,,,https://images.dinosaurpictures.org/Australodocus/Australodocus_52fb3e9a.jpg
538,Australotitan,0,0,,192,,,,https://images.dinosaurpictures.org/Australotitan/Australotitan_d9431bd2.jpg
539,Austrocheirus,0,0,,154,,,,https://images.dinosaurpictures.org/Austrocheirus/Austrocheirus_1295ffbe.jpg
540,Bagaraatan,0,0,,156,,,,https://images.dinosaurpictures.org/Bagaraatan/Bagaraatan_589460f8.jpg
541,Bagualia,0,0,,173,,,,https://images.dinosaurpictures.org/Bagualia/Bagualia_4482957a.jpg
542,Bahariasaurus,0,0,,158,,,,https://images.dinosaurpictures.org/Bahariasaurus/Bahariasaurus_44cc45d8.jpg
543,Bainoceratops,0,0,,162,,,,https://images.dinosaurpictures.org/Bainoceratops/Bainoceratops_3cc278ef.jpg
544,Baiyinosaurus,0,0,,133,,,,https://images.dinosaurpictures.org/Baiyinosaurus/Baiyinosaurus_49ec6eb6.jpg
545,Bajadasaurus,0,0,,109,,,,https://images.dinosaurpictures.org/Bajadasaurus/Bajadasaurus_a0f6def5.jpg
546,Bambiraptor,0,0,,135,,,,https://images.dinosaurpictures.org/Bambiraptor/Bambiraptor_91cedb6a.jpg
547,Banji,0,0,,183,,,,https://images.dinosaurpictures.org/Banji/Banji_e51d82d2.jpg
548,Bannykus,0,0,,171,,,,https://images.dinosaurpictures.org/Bannykus/Bannykus_eda02783.jpg
549,Baotianmansaurus,0,0,,116,,,,https://images.dinosaurpictures.org/Baotianmansaurus/Baotianmansaurus_aeb43994.jpg
550,Bashanosaurus,0,0,,134,,,,https://images.dinosaurpictures.org/Bashanosaurus/Bashanosaurus_01905bd1.jpg
551,Bashunosaurus,0,0,,112,,,,https://images.dinosaurpictures.org/Bashunosaurus/Bashunosaurus_0ecef69b.jpg
552,Batyrosaurus,0,0,,351,,,,https://images.dinosaurpictures.org/Batyrosaurus/Batyrosaurus_1dd50daa.jpg
553,Baurutitan,0,0,,137,,,,https://images.dinosaurpictures.org/Baurutitan/Baurutitan_86131859.jpg
554,Bayannurosaurus,0,0,,206,,,,https://images.dinosaurpictures.org/Bayannurosaurus/Bayannurosaurus_4e6b53ac.jpg
555,Beibeilong,0,0,,203,,,,https://images.dinosaurpictures.org/Beibeilong/Beibeilong_7712aea7.jpg
556,Beipiaosaurus,0,0,,205,,,,https://images.dinosaurpictures.org/Beipiaosaurus/Beipiaosaurus_b074e985.jpg
557,Beishanlong,0,0,,175,,,,https://images.dinosaurpictures.org/Beishanlong/Beishanlong_fa122455.jpg
558,Bellusaurus,0,0,,185,,,,https://images.dinosaurpictures.org/Bellusaurus/Bellusaurus_8983164e.jpg
559,Berberosaurus,0,0,,117,,,,https://images.dinosaurpictures.org/Berberosaurus/Berberosaurus_9732787e.jpg
560,Berthasaura,0,0,,197,,,,https://images.dinosaurpictures.org/Berthasaura/Berthasaura_f7cdae05.jpg
561,Betasuchus,0,0,,180,,,,https://images.dinosaurpictures.org/Betasuchus/Betasuchus_e51f21c8.jpg
562,Bicentenaria,0,0,,167,,,,https://images.dinosaurpictures.org/Bicentenaria/Bicentenaria_94ac9cd3.jpg
563,Bienosaurus,0,0,,131,,,,https://images.dinosaurpictures.org/Bienosaurus/Bienosaurus_28ea6919.jpg
564,Brachyceratops,0,0,,179,,,,https://images.dinosaurpictures.org/Brachyceratops/Brachyceratops_6b091dbd.jpg
565,Brachylophosaurus,0,0,,119,,,,https://images.dinosaurpictures.org/Brachylophosaurus/Brachylophosaurus_5ee3e393.jpg
566,Brachytrachelopan,0,0,,201,,,,https://images.dinosaurpictures.org/Brachytrachelopan/Brachytrachelopan_03165ff3.jpg
567,Bradycneme,0,0,,168,,,,https://images.dinosaurpictures.org/Bradycneme/Bradycneme_45f1138c.jpg
568,Brasilotitan,0,0,,200,,,,https://images.dinosaurpictures.org/Brasilotitan/Brasilotitan_9e134218.jpg
569,Bruhathkayosaurus,0,0,,143,,,,https://images.dinosaurpictures.org/Bruhathkayosaurus/Bruhathkayosaurus_d63c3c33.jpg
570,Buitreraptor,0,0,,120,,,,https://images.dinosaurpictures.org/Buitreraptor/Buitreraptor_006ead66.jpg
571,Burianosaurus,0,0,,243,,,,https://images.dinosaurpictures.org/Burianosaurus/Burianosaurus_8c086b3d.jpg
572,Buriolestes,0,0,,293,,,,https://images.dinosaurpictures.org/Buriolestes/Buriolestes_cdb205f4.jpg
573,Bustingorrytitan,0,0,,251,,,,https://images.dinosaurpictures.org/Bustingorrytitan/Bustingorrytitan_1da000ec.jpg
574,Byronosaurus,0,0,,224,,,,https://images.dinosaurpictures.org/Byronosaurus/Byronosaurus_b3f28a56.jpg
575,Caenagnathasia,0,0,,220,,,,https://images.dinosaurpictures.org/Caenagnathasia/Caenagnathasia_aa864358.jpg
576,Caenagnathus,0,0,,217,,,,https://images.dinosaurpictures.org/Caenagnathus/Caenagnathus_1b6ef3a1.jpg
577,Caieiria,0,0,,264,,,,https://images.dinosaurpictures.org/Caieiria/Caieiria_bd1a52a9.jpg
578,Caihong,0,0,,237,,,,https://images.dinosaurpictures.org/Caihong/Caihong_1e27e574.jpg
579,Calamosaurus,0,0,,235,,,,https://images.dinosaurpictures.org/Calamosaurus/Calamosaurus_21021d79.jpg
580,Caletodraco,0,0,,246,,,,https://images.dinosaurpictures.org/Caletodraco/Caletodraco_6b95a386.jpg
581,Camarillasaurus,0,0,,208,,,,https://images.dinosaurpictures.org/Camarillasaurus/Camarillasaurus_5d30ac10.jpg
582,Ceratops,0,0,,215,,,,https://images.dinosaurpictures.org/Ceratops/Ceratops_1df8936e.jpg
583,Ceratosuchops,0,0,,282,,,,https://images.dinosaurpictures.org/Ceratosuchops/Ceratosuchops_5f731e54.jpg
584,Cetiosauriscus,0,0,,216,,,,https://images.dinosaurpictures.org/Cetiosauriscus/Cetiosauriscus_f9909edf.jpg
585,Cetiosaurus,0,0,,209,,,,https://images.dinosaurpictures.org/Cetiosaurus/Cetiosaurus_0e06ba80.jpg
586,Chaoyangsaurus,0,0,,214,,,,https://images.dinosaurpictures.org/Chaoyangsaurus/Chaoyangsaurus_c0632cb7.jpg
587,Charonosaurus,0,0,,233,,,,https://images.dinosaurpictures.org/Charonosaurus/Charonosaurus_056e934c.jpg
588,Chebsaurus,0,0,,285,,,,https://images.dinosaurpictures.org/Chebsaurus/Chebsaurus_a12ad8a6.jpg
589,Chenanisaurus,0,0,,295,,,,https://images.dinosaurpictures.org/Chenanisaurus/Chenanisaurus_3b1d4379.jpg
590,Chialingosaurus,0,0,,253,,,,https://images.dinosaurpictures.org/Chialingosaurus/Chialingosaurus_aa7f288d.jpg
591,Chienkosaurus,0,0,,269,,,,https://images.dinosaurpictures.org/Chienkosaurus/Chienkosaurus_b55b663d.jpg
592,Chilantaisaurus,0,0,,266,,,,https://images.dinosaurpictures.org/Chilantaisaurus/Chilantaisaurus_f8f2c827.jpg
593,Chilesaurus,0,0,,241,,,,https://images.dinosaurpictures.org/Chilesaurus/Chilesaurus_ffe692fb.jpg
594,Chindesaurus,0,0,,291,,,,https://images.dinosaurpictures.org/Chindesaurus/Chindesaurus_26a1d69e.jpg
595,Chirostenotes,0,0,,297,,,,https://images.dinosaurpictures.org/Chirostenotes/Chirostenotes_d48c291e.jpg
596,Chondrosteosaurus,0,0,,275,,,,https://images.dinosaurpictures.org/Chondrosteosaurus/Chondrosteosaurus_01197ecd.jpg
597,Choyrodon,0,0,,316,,,,https://images.dinosaurpictures.org/Choyrodon/Choyrodon_0b132b91.jpg
598,Chuanjiesaurus,0,0,,277,,,,https://images.dinosaurpictures.org/Chuanjiesaurus/Chuanjiesaurus_0ec5dd7d.jpg
599,Chuanqilong,0,0,,309,,,,https://images.dinosaurpictures.org/Chuanqilong/Chuanqilong_869c74ec.jpg
600,Citipes,0,0,,301,,,,https://images.dinosaurpictures.org/Citipes/Citipes_e7ef5d82.jpg
601,Claosaurus,0,0,,247,,,,https://images.dinosaurpictures.org/Claosaurus/Claosaurus_a6cfd99f.jpg
602,Coahuilaceratops,0,0,,328,,,,https://images.dinosaurpictures.org/Coahuilaceratops/Coahuilaceratops_53228e2c.jpg
603,Coahuilasaurus,0,0,,330,,,,https://images.dinosaurpictures.org/Coahuilasaurus/Coahuilasaurus_c39480fc.jpg
604,Coeluroides,0,0,,307,,,,https://images.dinosaurpictures.org/Coeluroides/Coeluroides_ea3a52f5.jpg
605,Colepiocephale,0,0,,289,,,,https://images.dinosaurpictures.org/Colepiocephale/Colepiocephale_f278035d.jpg
606,Coloradisaurus,0,0,,263,,,,https://images.dinosaurpictures.org/Coloradisaurus/Coloradisaurus_319e8285.jpg
607,Compsosuchus,0,0,,303,,,,https://images.dinosaurpictures.org/Compsosuchus/Compsosuchus_c42e8c0a.jpg
608,Conchoraptor,0,0,,262,,,,https://images.dinosaurpictures.org/Conchoraptor/Conchoraptor_be86bcdb.jpg
609,Condorraptor,0,0,,287,,,,https://images.dinosaurpictures.org/Condorraptor/Condorraptor_57175c43.jpg
610,Convolosaurus,0,0,,240,,,,https://images.dinosaurpictures.org/Convolosaurus/Convolosaurus_da2e4040.jpg
611,Coronosaurus,0,0,,267,,,,https://images.dinosaurpictures.org/Coronosaurus/Coronosaurus_fe0b0055.jpg
612,Cristatusaurus,0,0,,260,,,,https://images.dinosaurpictures.org/Cristatusaurus/Cristatusaurus_8a776aaa.jpg
613,Crittendenceratops,0,0,,314,,,,https://images.dinosaurpictures.org/Crittendenceratops/Crittendenceratops_3430fbf5.jpg
614,Cruxicheiros,0,0,,312,,,,https://images.dinosaurpictures.org/Cruxicheiros/Cruxicheiros_d4226854.jpg
615,Cryptosaurus,0,0,,298,,,,https://images.dinosaurpictures.org/Cryptosaurus/Cryptosaurus_372ba408.jpg
616,Cumnoria,0,0,,428,,,,https://images.dinosaurpictures.org/Cumnoria/Cumnoria_16516826.jpg
617,Dacentrurus,0,0,,308,,,,https://images.dinosaurpictures.org/Dacentrurus/Dacentrurus_fa4292bd.jpg
618,Daemonosaurus,0,0,,273,,,,https://images.dinosaurpictures.org/Daemonosaurus/Daemonosaurus_16fee16a.jpg
619,Dahalokely,0,0,,257,,,,https://images.dinosaurpictures.org/Dahalokely/Dahalokely_ac99e323.jpg
620,Dakotadon,0,0,,270,,,,https://images.dinosaurpictures.org/Dakotadon/Dakotadon_e3d9079c.jpg
621,Dakotaraptor,0,0,,306,,,,https://images.dinosaurpictures.org/Dakotaraptor/Dakotaraptor_8ce6d16e.jpg
622,Daliansaurus,0,0,,274,,,,https://images.dinosaurpictures.org/Daliansaurus/Daliansaurus_c71384d1.jpg
623,Dandakosaurus,0,0,,323,,,,https://images.dinosaurpictures.org/Dandakosaurus/Dandakosaurus_7a55930b.jpg
624,Datai,0,0,,324,,,,https://images.dinosaurpictures.org/Datai/Datai_a520b3a9.jpg
625,Deltadromeus,0,0,,290,,,,https://images.dinosaurpictures.org/Deltadromeus/Deltadromeus_0c1143b8.jpg
626,Denversaurus,0,0,,329,,,,https://images.dinosaurpictures.org/Denversaurus/Denversaurus_ab6d4ba3.jpg
627,Diamantinasaurus,0,0,,242,,,,https://images.dinosaurpictures.org/Diamantinasaurus/Diamantinasaurus_94320f9d.jpg
628,Dicraeosaurus,0,0,,248,,,,https://images.dinosaurpictures.org/Dicraeosaurus/Dicraeosaurus_dd3d2281.jpg
629,Didanodon,0,0,,252,,,,https://images.dinosaurpictures.org/Didanodon/Didanodon_52288096.jpg
630,Diluvicursor,0,0,,276,,,,https://images.dinosaurpictures.org/Diluvicursor/Diluvicursor_e83751ea.jpg
631,Dineobellator,0,0,,310,,,,https://images.dinosaurpictures.org/Dineobellator/Dineobellator_a21af3e0.jpg
632,Dinheirosaurus,0,0,,265,,,,https://images.dinosaurpictures.org/Dinheirosaurus/Dinheirosaurus_2c1c7721.jpg
633,Diplotomodon,0,0,,286,,,,https://images.dinosaurpictures.org/Diplotomodon/Diplotomodon_07104f93.jpg
634,Diuqin,0,0,,271,,,,https://images.dinosaurpictures.org/Diuqin/Diuqin_cd3a237c.jpg
635,Dongbeititan,0,0,,335,,,,https://images.dinosaurpictures.org/Dongbeititan/Dongbeititan_f7a5b2dd.jpg
636,Drusilasaura,0,0,,414,,,,https://images.dinosaurpictures.org/Drusilasaura/Drusilasaura_8402c5db.jpg
637,Dryptosauroides,0,0,,348,,,,https://images.dinosaurpictures.org/Dryptosauroides/Dryptosauroides_285b457e.jpg
638,Dryptosaurus,0,0,,340,,,,https://images.dinosaurpictures.org/Dryptosaurus/Dryptosaurus_0ccf1e19.jpg
639,Dubreuillosaurus,0,0,,357,,,,https://images.dinosaurpictures.org/Dubreuillosaurus/Dubreuillosaurus_c48f5da9.jpg
640,Duonychus,0,0,,350,,,,https://images.dinosaurpictures.org/Duonychus/Duonychus_53224fe3.jpg
641,Duriatitan,0,0,,347,,,,https://images.dinosaurpictures.org/Duriatitan/Duriatitan_b49fa3c3.jpg
642,Duriavenator,0,0,,358,,,,https://images.dinosaurpictures.org/Duriavenator/Duriavenator_c6a609c4.jpg
643,Dynamoterror,0,0,,364,,,,https://images.dinosaurpictures.org/Dynamoterror/Dynamoterror_ac8150f2.jpg
644,Dyoplosaurus,0,0,,331,,,,https://images.dinosaurpictures.org/Dyoplosaurus/Dyoplosaurus_990b8680.jpg
645,Echinodon,0,0,,326,,,,https://images.dinosaurpictures.org/Echinodon/Echinodon_89685f80.jpg
646,Edmontonia,0,0,,327,,,,https://images.dinosaurpictures.org/Edmontonia/Edmontonia_252dd0c6.jpg
647,Efraasia,0,0,,339,,,,https://images.dinosaurpictures.org/Efraasia/Efraasia_6671e0b2.jpg
648,Einiosaurus,0,0,,320,,,,https://images.dinosaurpictures.org/Einiosaurus/Einiosaurus_00657d2b.jpg
649,Ekrixinatosaurus,0,0,,353,,,,https://images.dinosaurpictures.org/Ekrixinatosaurus/Ekrixinatosaurus_df15fa8f.jpg
650,Elaltitan,0,0,,361,,,,https://images.dinosaurpictures.org/Elaltitan/Elaltitan_8adfe020.jpg
651,Elaphrosaurus,0,0,,341,,,,https://images.dinosaurpictures.org/Elaphrosaurus/Elaphrosaurus_ae9546f0.jpg
652,Elemgasem,0,0,,346,,,,https://images.dinosaurpictures.org/Elemgasem/Elemgasem_047be1c3.jpg
653,Elmisaurus,0,0,,355,,,,https://images.dinosaurpictures.org/Elmisaurus/Elmisaurus_2f948691.jpg
654,Elopteryx,0,0,,349,,,,https://images.dinosaurpictures.org/Elopteryx/Elopteryx_1d4a9a92.jpg
655,Elrhazosaurus,0,0,,569,,,,https://images.dinosaurpictures.org/Elrhazosaurus/Elrhazosaurus_3cd10615.jpg
656,Embasaurus,0,0,,352,,,,https://images.dinosaurpictures.org/Embasaurus/Embasaurus_0ea10ee6.jpg
657,Emiliasaura,0,0,,362,,,,https://images.dinosaurpictures.org/Emiliasaura/Emiliasaura_681edfe4.jpg
658,Enigmacursor,0,0,,360,,,,https://images.dinosaurpictures.org/Enigmacursor/Enigmacursor_8740b2b5.jpg
659,Equijubus,0,0,,385,,,,https://images.dinosaurpictures.org/Equijubus/Equijubus_9824a555.jpg
660,Erectopus,0,0,,400,,,,https://images.dinosaurpictures.org/Erectopus/Erectopus_654d6d03.jpg
661,Erketu,0,0,,407,,,,https://images.dinosaurpictures.org/Erketu/Erketu_8788034e.jpg
662,Erliansaurus,0,0,,375,,,,https://images.dinosaurpictures.org/Erliansaurus/Erliansaurus_5c8b5f5f.jpg
663,Erlikosaurus,0,0,,383,,,,https://images.dinosaurpictures.org/Erlikosaurus/Erlikosaurus_8f245990.jpg
664,Euronychodon,0,0,,416,,,,https://images.dinosaurpictures.org/Euronychodon/Euronychodon_12bb3eae.jpg
665,Europasaurus,0,0,,377,,,,https://images.dinosaurpictures.org/Europasaurus/Europasaurus_e68736b6.jpg
666,Europatitan,0,0,,371,,,,https://images.dinosaurpictures.org/Europatitan/Europatitan_b18c082b.jpg
667,Europelta,0,0,,446,,,,https://images.dinosaurpictures.org/Europelta/Europelta_ae537f36.jpg
668,Euskelosaurus,0,0,,398,,,,https://images.dinosaurpictures.org/Euskelosaurus/Euskelosaurus_ef7979dc.jpg
669,Eustreptospondylus,0,0,,390,,,,https://images.dinosaurpictures.org/Eustreptospondylus/Eustreptospondylus_45403183.jpg
670,Fabrosaurus,0,0,,412,,,,https://images.dinosaurpictures.org/Fabrosaurus/Fabrosaurus_d4b3db7c.jpg
671,Falcarius,0,0,,387,,,,https://images.dinosaurpictures.org/Falcarius/Falcarius_dc550472.jpg
672,Ferrisaurus,0,0,,395,,,,https://images.dinosaurpictures.org/Ferrisaurus/Ferrisaurus_1d71d678.jpg
673,Fona,0,0,,433,,,,https://images.dinosaurpictures.org/Fona/Fona_0bc6b6b5.jpg
674,Foraminacephale,0,0,,376,,,,https://images.dinosaurpictures.org/Foraminacephale/Foraminacephale_3cbc574e.jpg
675,Fosterovenator,0,0,,441,,,,https://images.dinosaurpictures.org/Fosterovenator/Fosterovenator_e67ddf96.jpg
676,Fostoria,0,0,,369,,,,https://images.dinosaurpictures.org/Fostoria/Fostoria_0fcf7ade.jpg
677,Fruitadens,0,0,,380,,,,https://images.dinosaurpictures.org/Fruitadens/Fruitadens_f30873f3.jpg
678,Fukuiraptor,0,0,,426,,,,https://images.dinosaurpictures.org/Fukuiraptor/Fukuiraptor_3257252a.jpg
679,Garumbatitan,0,0,,455,,,,https://images.dinosaurpictures.org/Garumbatitan/Garumbatitan_6472c62c.jpg
680,Gasosaurus,0,0,,427,,,,https://images.dinosaurpictures.org/Gasosaurus/Gasosaurus_a2ae80f8.jpg
681,Gasparinisaura,0,0,,430,,,,https://images.dinosaurpictures.org/Gasparinisaura/Gasparinisaura_745d99aa.jpg
682,Gastonia,0,0,,421,,,,https://images.dinosaurpictures.org/Gastonia/Gastonia_5bf47f27.jpg
683,Geminiraptor,0,0,,443,,,,https://images.dinosaurpictures.org/Geminiraptor/Geminiraptor_4d6ea593.jpg
684,Gigantspinosaurus,0,0,,429,,,,https://images.dinosaurpictures.org/Gigantspinosaurus/Gigantspinosaurus_564b1b20.jpg
685,Gilmoreosaurus,0,0,,379,,,,https://images.dinosaurpictures.org/Gilmoreosaurus/Gilmoreosaurus_13e4af84.jpg
686,Giraffatitan,0,0,,378,,,,https://images.dinosaurpictures.org/Giraffatitan/Giraffatitan_d85f2f15.jpg
